SpCombo,Block,Sp1,Sp1Dens,Sp2,Sp2Dens,tubeID,Tray,Row,Col,MaleSp1,FemaleSp1,MaleSp2,FemaleSp2,FemaleTotal,Treatment
BIRSUL,B,BIR,9,SUL,3,440,3,2,7,40,23,7,3,26,Hot Para
BIRSUL,B,BIR,3,SUL,9,404,3,3,7,9,10,19,28,38,Hot Para
BIRSUL,B,BIR,3,SUL,3,380,3,4,7,11,9,3,3,12,Hot Para
BIRSUL,B,BIR,6,SUL,3,428,3,5,7,32,18,5,11,29,Hot Para
BIRSUL,B,BIR,3,SUL,6,392,3,6,7,12,11,6,4,15,Hot Para
BIRSUL,B,BIR,12,SUL,3,452,3,7,7,37,32,2,4,36,Hot Para
BIRSUL,B,BIR,3,SUL,12,416,3,8,7,5,3,19,39,42,Hot Para
BIRSUL,B,BIR,12,SUL,3,455,3,2,8,46,45,12,12,57,Hot Safe
BIRSUL,B,BIR,9,SUL,3,443,3,3,8,21,27,9,12,39,Hot Safe
BIRSUL,B,BIR,3,SUL,6,395,3,4,8,11,9,12,11,20,Hot Safe
BIRSUL,B,BIR,3,SUL,12,419,3,5,8,6,12,39,25,37,Hot Safe
BIRSUL,B,BIR,3,SUL,3,383,3,6,8,6,8,9,9,17,Hot Safe
BIRSUL,B,BIR,6,SUL,3,431,3,7,8,17,17,27,32,49,Hot Safe
BIRSUL,B,BIR,3,SUL,9,407,3,8,8,1,0,38,53,53,Hot Safe
BIRSUL,C,BIR,3,SUL,12,411,3,2,2,4,2,5,2,4,Cold Para
BIRSUL,C,BIR,3,SUL,3,375,3,3,2,0,1,8,2,3,Cold Para
BIRSUL,C,BIR,9,SUL,3,435,3,4,2,2,3,0,0,3,Cold Para
BIRSUL,C,BIR,12,SUL,3,447,3,5,2,8,3,0,1,4,Cold Para
BIRSUL,C,BIR,6,SUL,3,423,3,6,2,2,1,0,0,1,Cold Para
BIRSUL,C,BIR,3,SUL,9,399,3,7,2,2,0,7,1,1,Cold Para
BIRSUL,C,BIR,3,SUL,6,387,3,8,2,2,4,5,7,11,Cold Para
BIRSUL,C,BIR,3,SUL,6,390,2,2,4,5,4,10,3,7,Cold Safe
BIRSUL,C,BIR,3,SUL,3,378,2,3,4,6,6,3,9,15,Cold Safe
BIRSUL,C,BIR,6,SUL,3,426,2,4,4,6,12,0,0,12,Cold Safe
BIRSUL,C,BIR,9,SUL,3,438,2,5,4,17,10,1,1,11,Cold Safe
BIRSUL,C,BIR,3,SUL,9,402,2,6,4,4,6,17,18,24,Cold Safe
BIRSUL,C,BIR,12,SUL,3,450,2,7,4,12,10,12,5,15,Cold Safe
BIRSUL,C,BIR,3,SUL,12,414,2,8,4,6,2,13,4,6,Cold Safe
BIRSUL,C,BIR,3,SUL,12,417,3,2,5,0,0,35,44,44,Hot Para
BIRSUL,C,BIR,3,SUL,9,405,3,3,5,0,1,22,24,25,Hot Para
BIRSUL,C,BIR,9,SUL,3,441,3,4,5,1,2,20,19,21,Hot Para
BIRSUL,C,BIR,3,SUL,3,381,3,5,5,4,8,18,24,32,Hot Para
BIRSUL,C,BIR,12,SUL,3,453,3,6,5,2,2,20,32,34,Hot Para
BIRSUL,C,BIR,6,SUL,3,429,3,7,5,9,4,24,20,24,Hot Para
BIRSUL,C,BIR,3,SUL,6,393,3,8,5,0,2,18,20,22,Hot Para
BIRSUL,C,BIR,6,SUL,3,432,3,2,8,13,14,31,22,36,Hot Safe
BIRSUL,C,BIR,3,SUL,6,396,3,3,8,1,2,31,32,34,Hot Safe
BIRSUL,C,BIR,9,SUL,3,444,3,4,8,21,27,22,17,44,Hot Safe
BIRSUL,C,BIR,3,SUL,3,384,3,5,8,7,7,17,24,31,Hot Safe
BIRSUL,C,BIR,3,SUL,9,408,3,6,8,0,0,31,51,51,Hot Safe
BIRSUL,C,BIR,12,SUL,3,456,3,7,8,17,20,2,6,26,Hot Safe
BIRSUL,C,BIR,3,SUL,12,420,3,8,8,10,4,10,16,20,Hot Safe
PALBIR,A,PAL,3,BIR,9,601,3,2,2,6,3,3,4,7,Cold Para
PALBIR,A,PAL,6,BIR,3,625,3,3,2,4,1,0,1,2,Cold Para
PALBIR,A,PAL,9,BIR,3,637,3,4,2,0,1,1,2,3,Cold Para
PALBIR,A,PAL,3,BIR,12,613,3,5,2,5,4,7,5,9,Cold Para
PALBIR,A,PAL,12,BIR,3,649,3,6,2,2,11,0,0,11,Cold Para
PALBIR,A,PAL,3,BIR,3,577,3,7,2,1,8,0,1,9,Cold Para
PALBIR,A,PAL,3,BIR,6,589,3,8,2,0,0,0,0,0,Cold Para
PALBIR,A,PAL,9,BIR,3,640,2,2,3,12,12,4,3,15,Cold Safe
PALBIR,A,PAL,3,BIR,12,616,2,3,3,1,1,3,10,11,Cold Safe
PALBIR,A,PAL,3,BIR,9,604,2,4,3,10,13,5,3,16,Cold Safe
PALBIR,A,PAL,3,BIR,6,592,2,5,3,12,11,0,2,13,Cold Safe
PALBIR,A,PAL,6,BIR,3,628,2,6,3,18,10,0,1,11,Cold Safe
PALBIR,A,PAL,3,BIR,3,580,2,7,3,0,0,3,3,3,Cold Safe
PALBIR,A,PAL,12,BIR,3,652,2,8,3,12,10,2,2,12,Cold Safe
PALBIR,A,PAL,3,BIR,6,595,3,2,4,2,2,13,4,6,Hot Para
PALBIR,A,PAL,9,BIR,3,643,3,3,4,23,31,10,4,35,Hot Para
PALBIR,A,PAL,6,BIR,3,631,3,4,4,20,15,2,5,20,Hot Para
PALBIR,A,PAL,12,BIR,3,655,3,5,4,19,29,1,2,31,Hot Para
PALBIR,A,PAL,3,BIR,9,607,3,6,4,6,7,11,16,23,Hot Para
PALBIR,A,PAL,3,BIR,12,619,3,7,4,11,15,14,11,26,Hot Para
PALBIR,A,PAL,3,BIR,3,583,3,8,4,8,19,6,4,23,Hot Para
PALBIR,A,PAL,3,BIR,9,610,2,2,5,11,24,15,29,53,Hot Safe
PALBIR,A,PAL,9,BIR,3,646,2,3,5,26,25,0,3,28,Hot Safe
PALBIR,A,PAL,3,BIR,3,586,2,4,5,14,20,5,5,25,Hot Safe
PALBIR,A,PAL,12,BIR,3,658,2,5,5,24,23,4,1,24,Hot Safe
PALBIR,A,PAL,3,BIR,6,598,2,6,5,13,24,8,12,36,Hot Safe
PALBIR,A,PAL,3,BIR,12,622,2,7,5,16,18,20,20,38,Hot Safe
PALBIR,A,PAL,6,BIR,3,634,2,8,5,30,36,9,4,40,Hot Safe
PALBIR,B,PAL,3,BIR,12,614,3,2,8,0,0,14,25,25,Cold Para
PALBIR,B,PAL,12,BIR,3,650,3,3,8,1,3,3,2,5,Cold Para
PALBIR,B,PAL,3,BIR,6,590,3,4,8,3,1,11,8,9,Cold Para
PALBIR,B,PAL,9,BIR,3,638,3,5,8,8,7,1,6,13,Cold Para
PALBIR,B,PAL,6,BIR,3,626,3,6,8,3,1,1,1,2,Cold Para
PALBIR,B,PAL,3,BIR,3,578,3,7,8,6,7,1,2,9,Cold Para
